Transaction_ID,Date,SKU_ID,Product_Name,Category,Quantity_Sold,Unit_Price,Total_Amount,Store_Location,Payment_Method,Discount_Applied,Customer_Type,Channel
T003342,2025-02-04,16267619,Amul Garlic & Herbs Butter 100g,Butter & Spreads,25,50.0,1250.0,Central,Card,243.28,First-time,Online Portal
T003343,2025-04-30,25444452,Amul Ice Cream Cake 1kg,Others,24,500.0,12000.0,Central,Net Banking,1384.52,Regular,Mobile App
T003344,2024-11-01,79291279,Amul Butter 500g,Butter & Spreads,14,200.0,2800.0,West,Net Banking,346.39,VIP,franchise store
T003345,2024-06-09,91017437,Amul Lactose-Free Milk 1L,Dairy Products,19,100.0,1900.0,North,Cash,186.62,Occasional,Online Portal
T003346,2023-12-12,26598550,Amul Masti Buttermilk 500ml,Dairy Products,6,100.0,600.0,East,Net Banking,36.82,VIP,Online Portal
T003347,2024-03-19,82147020,Amul Almond Bar 40g,Chocolates,6,57.0,342.0,South,Card,50.02,Business,franchise store
T003348,2025-04-11,61133075,Amul Butter Croissant 80g,Bakery Items,12,187.0,2244.0,West,UPI,224.92,New,Mobile App
T003349,2023-12-29,31256377,Amul Happy Treats Veggie Stix 400g,Others,13,500.0,6500.0,North,Net Banking,645.13,Family,Offline Store
T003350,2024-12-03,44564353,Amul Fresh Cream 250ml,Dairy Products,19,100.0,1900.0,South,Card,101.01,Returning,franchise store
T003351,2023-12-15,56068016,Amul Fortified Milk 1L,Health & Nutrition,10,600.0,6000.0,West,Wallet,205.43,Occasional,franchise store
T003352,2025-08-12,97241768,Amul Chocolate Ice Cream 1L,Ice Creams,15,300.0,4500.0,North,UPI,581.44,VIP,Mobile App
T003353,2025-05-02,64935768,Amul Mithai Gulab Jamun Tin 1kg,Specialty Products,14,400.0,5600.0,South,Wallet,1105.32,Business,Mobile App
T003354,2023-09-23,25032666,Amul Gold Milk 1L,Dairy Products,18,100.0,1800.0,South,UPI,293.81,Occasional,Offline Store
T003355,2025-02-08,31363198,Amul Mango Lassi 250ml,Beverages (New Flavors),13,600.0,7800.0,West,Net Banking,673.9,Loyal,Offline Store
T003356,2023-11-05,18439717,Amul Frozen Cheese Corn Nuggets 400g,Bakery & Frozen,8,250.0,2000.0,East,Wallet,362.8,VIP,franchise store
T003357,2025-02-05,91017437,Amul Lactose-Free Milk 1L,Dairy Products,22,100.0,2200.0,East,Cash,21.21,Occasional,Online Portal
T003358,2023-11-01,64935768,Amul Mithai Gulab Jamun Tin 1kg,Specialty Products,20,400.0,8000.0,West,Wallet,991.02,Returning,franchise store
T003359,2025-02-20,14921131,Amul Cheesy Corn Puffs 150g,Snacks & Savories,18,550.0,9900.0,North,Card,1291.77,VIP,Mobile App
T003360,2024-03-30,61133075,Amul Butter Croissant 80g,Bakery Items,10,187.0,1870.0,Central,Net Banking,160.82,Returning,Offline Store
T003361,2025-05-19,37505707,Amul Choco Chips Ice Cream 1L,Ice Creams,7,300.0,2100.0,East,Card,375.32,Occasional,Online Portal
T003362,2023-10-16,6094027,Amul Kool Flavoured Milk Bottle 200ml,Beverages,19,120.0,2280.0,South,Net Banking,58.94,Regular,Offline Store
T003363,2023-11-02,68137847,Amul Kulfi 60ml,Ice Creams,10,107.0,1070.0,North,Cash,25.82,Loyal,Mobile App
T003364,2023-11-03,57348568,Amul Peanut Spread Creamy 200g,Butter & Spreads,2,51.0,102.0,East,Net Banking,5.78,Business,Online Portal
T003365,2024-06-02,12337385,Amul Shrikhand Elaichi 500g,Specialty Products,13,400.0,5200.0,West,Cash,517.25,Seasonal,Mobile App
T003366,2024-09-14,11071426,Amul Buffalo Ghee 1L,Ghee & Cooking Essentials,14,703.0,9842.0,Central,Net Banking,0.32,Family,Mobile App
T003367,2025-02-18,37245757,Amul Spicy Potato Chips 200g,Snacks & Savories,18,54.0,972.0,West,UPI,153.17,Occasional,franchise store
T003368,2024-03-04,70134094,Amul Tru Apple Juice 200ml,Beverages,16,74.0,1184.0,North,Net Banking,9.11,Seasonal,Online Portal
T003369,2024-02-16,79666428,Amul Pizza Cheese 1kg,Cheese & Cheese Products,7,500.0,3500.0,North,Net Banking,214.09,Occasional,Mobile App
T003370,2024-06-11,70134094,Amul Tru Apple Juice 200ml,Beverages,15,74.0,1110.0,North,UPI,100.0,Returning,Mobile App
T003371,2023-10-18,36576395,Amul Kool Café Can 250ml,Others,12,500.0,6000.0,East,Card,699.35,Loyal,Online Portal
T003372,2024-11-30,56068016,Amul Fortified Milk 1L,Health & Nutrition,15,600.0,9000.0,South,Wallet,1232.35,Returning,Online Portal
T003373,2024-09-10,48334136,Amul Protein Shake Vanilla 200ml,Health & Nutrition,14,600.0,8400.0,South,UPI,194.18,New,franchise store
T003374,2024-10-29,70134094,Amul Tru Apple Juice 200ml,Beverages,16,74.0,1184.0,South,UPI,52.92,First-time,franchise store
T003375,2024-10-02,58937020,Amul Chocolate Brownie 100g,Bakery Items,19,218.0,4142.0,West,Net Banking,26.77,Business,Offline Store
T003376,2024-09-06,56068016,Amul Fortified Milk 1L,Health & Nutrition,13,600.0,7800.0,South,Cash,961.56,Occasional,Online Portal
T003377,2024-10-30,16443921,Amul Fruit & Nut Chocolate 150g,Chocolates,11,150.0,1650.0,South,Wallet,228.59,First-time,Mobile App
T003378,2025-07-21,56068016,Amul Fortified Milk 1L,Health & Nutrition,12,600.0,7200.0,Central,Wallet,144.71,Regular,franchise store
T003379,2024-08-30,80016687,Amul Butter 100g,Butter & Spreads,25,198.0,4950.0,South,Net Banking,349.4,Regular,Offline Store
T003380,2024-01-29,83734632,Amul Cheese Spread Yummy Plain 200g,Butter & Spreads,12,177.0,2124.0,East,Cash,74.85,Regular,Offline Store
T003381,2024-01-16,64829395,Amul Cream Tetra Pack 250ml,UHT & Long Life,15,150.0,2250.0,Central,Cash,196.2,Family,Offline Store
T003382,2025-02-16,14921131,Amul Cheesy Corn Puffs 150g,Snacks & Savories,28,550.0,15400.0,Central,UPI,1985.99,Seasonal,Offline Store
T003383,2025-03-30,45007361,Amul Vanilla Ice Cream 1L,Ice Creams,39,149.0,5811.0,North,UPI,745.31,Occasional,Offline Store
T003384,2023-11-10,58937020,Amul Chocolate Brownie 100g,Bakery Items,6,218.0,1308.0,South,Net Banking,32.97,New,Mobile App
T003385,2025-03-08,97241768,Amul Chocolate Ice Cream 1L,Ice Creams,16,300.0,4800.0,West,Cash,638.84,Regular,Mobile App
T003386,2024-06-01,79291279,Amul Butter 500g,Butter & Spreads,18,200.0,3600.0,East,Net Banking,714.35,New,franchise store
T003387,2024-03-06,71235158,Amul Strawberry Lassi 250ml,Beverages (New Flavors),11,600.0,6600.0,South,Card,723.01,Occasional,Mobile App
T003388,2023-09-17,62232487,Amul Milk Chocolate 150g,Chocolates,13,115.0,1495.0,South,UPI,24.44,Regular,franchise store
T003389,2024-04-13,84729804,Amul Greek Yogurt Mango 100g,Probiotic & Health Range,11,178.0,1958.0,South,Net Banking,305.38,Business,Online Portal
T003390,2025-05-04,97241768,Amul Chocolate Ice Cream 1L,Ice Creams,23,300.0,6900.0,West,Card,749.15,Business,Offline Store
T003391,2024-04-07,81997831,Amul Cheese Crackers 120g,Snacks & Savories,28,509.0,14252.0,West,UPI,677.58,Returning,franchise store
T003392,2025-06-10,71235158,Amul Strawberry Lassi 250ml,Beverages (New Flavors),17,600.0,10200.0,East,Net Banking,340.75,Loyal,Mobile App
T003393,2025-07-27,12571772,Amul Basundi 1L,Specialty Products,19,400.0,7600.0,North,Cash,1430.55,VIP,franchise store
T003394,2024-10-29,59239307,Amul Mozzarella Cheese 200g,Cheese & Cheese Products,14,500.0,7000.0,Central,Net Banking,211.37,Business,Mobile App
T003395,2025-01-11,11071426,Amul Buffalo Ghee 1L,Ghee & Cooking Essentials,15,703.0,10545.0,West,Wallet,934.68,Returning,Mobile App
T003396,2024-08-18,16267619,Amul Garlic & Herbs Butter 100g,Butter & Spreads,23,50.0,1150.0,South,Cash,224.68,New,Mobile App
T003397,2024-06-28,28937579,Amul Chocolate Donut 80g,Bakery Items,16,429.0,6864.0,West,Card,1092.12,Loyal,Online Portal
T003398,2025-02-21,31363198,Amul Mango Lassi 250ml,Beverages (New Flavors),13,600.0,7800.0,East,UPI,1234.42,New,Online Portal
T003399,2024-07-25,18439717,Amul Frozen Cheese Corn Nuggets 400g,Bakery & Frozen,10,250.0,2500.0,North,Cash,352.32,First-time,Mobile App
T003400,2024-10-07,91017437,Amul Lactose-Free Milk 1L,Dairy Products,17,100.0,1700.0,North,Cash,12.36,New,Mobile App
T003401,2023-09-22,21365294,Amul Greek Yogurt Blueberry 100g,Probiotic & Health Range,15,245.0,3675.0,East,Wallet,43.97,Returning,Offline Store
T003402,2025-07-16,69924743,Amul Shrikhand Mango 500g,Specialty Products,12,400.0,4800.0,East,UPI,377.0,Loyal,Offline Store
T003403,2023-11-30,64935768,Amul Mithai Gulab Jamun Tin 1kg,Specialty Products,18,400.0,7200.0,East,Wallet,111.97,Regular,Mobile App
T003404,2025-02-05,33992976,Amul Probiotic Dahi 400g,Probiotic & Health Range,12,250.0,3000.0,North,Cash,571.75,New,Offline Store
T003405,2024-05-21,43726257,Amul Shrikhand Kesar 500g,Specialty Products,16,400.0,6400.0,East,Card,231.94,Family,Online Portal
T003406,2024-02-08,7241154,Amul Rajbhog Ice Cream 1L,Ice Creams,7,300.0,2100.0,North,Card,161.8,New,Offline Store
T003407,2023-08-24,40523156,Amul Taaza UHT Milk 1L,UHT & Long Life,26,150.0,3900.0,South,Cash,678.21,Loyal,Mobile App
T003408,2023-12-11,93020688,Amul Cheese Spread Garlic 200g,Butter & Spreads,5,200.0,1000.0,West,Net Banking,183.8,Loyal,Mobile App
T003409,2023-09-22,61133075,Amul Butter Croissant 80g,Bakery Items,16,187.0,2992.0,East,Wallet,441.89,Family,Mobile App
T003410,2025-04-24,97241768,Amul Chocolate Ice Cream 1L,Ice Creams,19,300.0,5700.0,North,Card,37.23,Occasional,Mobile App
T003411,2023-12-31,44564353,Amul Fresh Cream 250ml,Dairy Products,11,100.0,1100.0,West,Card,84.21,First-time,Online Portal
T003412,2024-08-20,43280889,Amul Malai Paneer 1kg,Dairy Products,11,100.0,1100.0,Central,Card,164.77,Seasonal,Mobile App
T003413,2024-07-10,37505707,Amul Choco Chips Ice Cream 1L,Ice Creams,18,300.0,5400.0,South,Net Banking,598.04,Returning,Offline Store
T003414,2024-08-15,23548091,Amul Chocozoo Kids Pack 250g,Chocolates,15,150.0,2250.0,East,Net Banking,446.55,Regular,Online Portal
T003415,2023-08-25,74913534,Amul Pro Milk Drink 200g,Beverages,16,120.0,1920.0,West,Cash,211.45,VIP,Online Portal
T003416,2024-08-10,88384214,Amul Lite Spread 250g,Butter & Spreads,16,54.0,864.0,North,Net Banking,119.12,Business,franchise store
T003417,2024-06-27,68137847,Amul Kulfi 60ml,Ice Creams,29,107.0,3103.0,East,Wallet,332.85,Seasonal,Offline Store
T003418,2023-09-09,83184284,Amul Kool Koko 200ml,Beverages,19,120.0,2280.0,West,Card,52.72,Loyal,Online Portal
T003419,2025-04-10,11288909,Amul Mithai Mate Condensed Milk 400g,Dairy Products,11,100.0,1100.0,Central,Wallet,207.82,First-time,Online Portal
T003420,2024-03-17,12571772,Amul Basundi 1L,Specialty Products,17,400.0,6800.0,Central,Cash,1044.87,Seasonal,Online Portal
T003421,2025-03-09,24078757,Amul Kesar Pista Ice Cream 1L,Ice Creams,19,300.0,5700.0,South,Wallet,422.77,Family,franchise store
T003422,2025-08-11,83734632,Amul Cheese Spread Yummy Plain 200g,Butter & Spreads,13,177.0,2301.0,Central,Cash,95.63,First-time,Offline Store
T003423,2024-09-24,61133075,Amul Butter Croissant 80g,Bakery Items,15,187.0,2805.0,East,Net Banking,364.29,VIP,franchise store
T003424,2023-09-16,4957799,Amul Masti Dahi 400g,Probiotic & Health Range,14,250.0,3500.0,Central,Cash,173.06,New,Online Portal
T003425,2024-03-20,11289388,Amul Rasmalai 500g,Specialty Products,18,400.0,7200.0,West,UPI,725.58,Returning,franchise store
T003426,2024-01-21,93020688,Amul Cheese Spread Garlic 200g,Butter & Spreads,9,200.0,1800.0,East,UPI,105.14,New,Mobile App
T003427,2025-04-23,79291279,Amul Butter 500g,Butter & Spreads,18,200.0,3600.0,East,Card,61.99,Returning,Online Portal
T003428,2024-07-15,14701085,Amul Kool Elaichi Milk 200ml,Beverages,20,120.0,2400.0,North,UPI,228.69,First-time,Offline Store
T003429,2025-06-07,53074058,Amul Cheddar Cheese 200g,Cheese & Cheese Products,13,500.0,6500.0,West,Net Banking,537.59,VIP,Offline Store
T003430,2025-06-02,11289388,Amul Rasmalai 500g,Specialty Products,9,400.0,3600.0,South,Cash,476.99,VIP,Mobile App
T003431,2024-04-27,71579542,Amul Mystic Mocha Chocolate 150g,Chocolates,8,30.0,240.0,East,Cash,30.07,Regular,Online Portal
T003432,2025-08-19,53074058,Amul Cheddar Cheese 200g,Cheese & Cheese Products,11,500.0,5500.0,Central,UPI,859.0,Regular,Online Portal
T003433,2024-01-19,45007361,Amul Vanilla Ice Cream 1L,Ice Creams,14,149.0,2086.0,East,Wallet,377.9,Regular,Online Portal
T003434,2023-11-02,97994268,Amul Butter Scotch Ice Cream 1L,Ice Creams,8,300.0,2400.0,South,Wallet,32.27,VIP,Mobile App
T003435,2024-06-17,31363198,Amul Mango Lassi 250ml,Beverages (New Flavors),20,600.0,12000.0,East,Cash,931.69,Occasional,Offline Store
T003436,2024-08-28,93245593,Amul Multigrain Dahi 200g,Health & Nutrition,9,158.0,1422.0,East,Card,4.06,Occasional,Online Portal
T003437,2024-10-25,64829395,Amul Cream Tetra Pack 250ml,UHT & Long Life,16,150.0,2400.0,South,UPI,173.56,Seasonal,Offline Store
T003438,2025-04-14,25444452,Amul Ice Cream Cake 1kg,Others,19,500.0,9500.0,West,Cash,1166.42,Seasonal,Mobile App
T003439,2024-05-16,70415490,Amul Frozen Veggie Burger Patty 500g,Bakery & Frozen,8,250.0,2000.0,West,Wallet,325.68,Loyal,franchise store
T003440,2025-02-08,97719922,Amul Cheese Block 500g,Cheese & Cheese Products,7,500.0,3500.0,West,Net Banking,670.53,New,Mobile App
T003441,2025-04-19,43280889,Amul Malai Paneer 1kg,Dairy Products,12,100.0,1200.0,West,Net Banking,119.92,Occasional,franchise store
T003442,2025-02-07,25444452,Amul Ice Cream Cake 1kg,Others,17,500.0,8500.0,Central,Net Banking,760.79,Business,Offline Store
T003443,2025-04-08,18439717,Amul Frozen Cheese Corn Nuggets 400g,Bakery & Frozen,6,250.0,1500.0,East,UPI,285.33,Occasional,franchise store
T003444,2024-10-17,37505707,Amul Choco Chips Ice Cream 1L,Ice Creams,13,300.0,3900.0,Central,Cash,53.04,Loyal,Mobile App
T003445,2024-04-27,64335100,Amul Slim & Trim Milk 500ml,Dairy Products,14,100.0,1400.0,Central,Wallet,82.09,Regular,Mobile App
T003446,2024-04-22,63607529,Amul Emmental Cheese 200g,Cheese & Cheese Products,15,500.0,7500.0,East,UPI,197.16,Regular,Online Portal
T003447,2024-08-06,1148473,Amul Camel Milk 500ml,Others,11,500.0,5500.0,North,Net Banking,1036.83,Occasional,Offline Store
T003448,2025-02-05,79291279,Amul Butter 500g,Butter & Spreads,25,200.0,5000.0,Central,Wallet,644.62,New,Online Portal
T003449,2024-02-06,31256377,Amul Happy Treats Veggie Stix 400g,Others,19,500.0,9500.0,East,Card,541.33,First-time,Online Portal
T003450,2023-10-03,69924743,Amul Shrikhand Mango 500g,Specialty Products,7,400.0,2800.0,South,UPI,391.46,Seasonal,Mobile App
T003451,2025-03-01,93245593,Amul Multigrain Dahi 200g,Health & Nutrition,16,158.0,2528.0,Central,Card,402.18,Regular,franchise store
T003452,2024-12-10,64335100,Amul Slim & Trim Milk 500ml,Dairy Products,25,100.0,2500.0,West,Wallet,475.88,Loyal,Offline Store
T003453,2025-06-12,82147020,Amul Almond Bar 40g,Chocolates,9,57.0,513.0,South,Wallet,86.51,New,Offline Store
T003454,2025-02-12,18439717,Amul Frozen Cheese Corn Nuggets 400g,Bakery & Frozen,14,250.0,3500.0,West,Card,59.78,Business,Online Portal
T003455,2025-07-27,4664321,Amul Buttermilk Masala 200ml,Beverages (New Flavors),11,600.0,6600.0,East,Cash,381.54,Business,Mobile App
T003456,2023-11-30,70537390,Amul Cheese Spread Red Chilli Flakes 200g,Butter & Spreads,6,68.0,408.0,East,Cash,9.71,VIP,Offline Store
T003457,2024-03-29,70549300,Amul Dark Chocolate 150g,Chocolates,24,114.0,2736.0,North,Card,471.03,First-time,Online Portal
T003458,2024-02-26,91017437,Amul Lactose-Free Milk 1L,Dairy Products,9,100.0,900.0,North,Wallet,154.86,Family,franchise store
T003459,2024-05-12,84729804,Amul Greek Yogurt Mango 100g,Probiotic & Health Range,10,178.0,1780.0,West,Cash,143.12,VIP,Online Portal
T003460,2024-11-13,80016687,Amul Butter 100g,Butter & Spreads,21,198.0,4158.0,East,Cash,417.44,Occasional,franchise store
T003461,2025-05-25,13006228,Amul Dark Chocolate Ice Cream 1L,Ice Creams,5,300.0,1500.0,East,Net Banking,160.03,Loyal,franchise store
T003462,2025-07-31,45007361,Amul Vanilla Ice Cream 1L,Ice Creams,26,149.0,3874.0,North,Net Banking,450.91,First-time,Offline Store
T003463,2025-06-03,51772550,Amul Pizza Base 200g,Bakery & Frozen,19,250.0,4750.0,West,UPI,627.21,Family,Online Portal
T003464,2024-07-09,48334136,Amul Protein Shake Vanilla 200ml,Health & Nutrition,14,600.0,8400.0,East,Card,190.12,Regular,Offline Store
T003465,2023-12-14,45007361,Amul Vanilla Ice Cream 1L,Ice Creams,19,149.0,2831.0,North,Cash,329.02,Seasonal,Online Portal
T003466,2024-01-18,81837793,Amul Low Fat Yogurt 100g,Health & Nutrition,16,436.0,6976.0,South,Wallet,586.06,Returning,Online Portal
T003467,2023-12-13,81997831,Amul Cheese Crackers 120g,Snacks & Savories,11,509.0,5599.0,East,Wallet,868.45,Business,franchise store
T003468,2024-04-22,33992976,Amul Probiotic Dahi 400g,Probiotic & Health Range,8,250.0,2000.0,North,Wallet,381.3,First-time,franchise store
T003469,2025-04-03,56068016,Amul Fortified Milk 1L,Health & Nutrition,11,600.0,6600.0,Central,Cash,1230.41,First-time,Mobile App
T003470,2023-12-03,35651383,Amul India Twilight Tryst 150g,Chocolates,14,150.0,2100.0,South,Wallet,239.62,Regular,Mobile App
T003471,2024-03-04,12571772,Amul Basundi 1L,Specialty Products,12,400.0,4800.0,North,Card,442.81,Returning,franchise store
T003472,2024-09-26,24078757,Amul Kesar Pista Ice Cream 1L,Ice Creams,16,300.0,4800.0,East,Cash,53.31,First-time,franchise store
T003473,2023-08-29,11071426,Amul Buffalo Ghee 1L,Ghee & Cooking Essentials,12,703.0,8436.0,North,Cash,1603.21,First-time,franchise store
T003474,2025-03-29,91503640,Amul Spiced Buttermilk 500ml,Dairy Products,23,99.0,2277.0,North,Net Banking,198.96,Returning,Online Portal
T003475,2024-05-26,18439717,Amul Frozen Cheese Corn Nuggets 400g,Bakery & Frozen,9,250.0,2250.0,North,Cash,213.94,Returning,Offline Store
T003476,2023-09-18,82806583,Amul Cheese Tin 500g,Others,12,500.0,6000.0,East,UPI,839.16,Occasional,Offline Store
T003477,2024-08-07,70167474,Amul Frozen Paratha 400g,Bakery & Frozen,7,250.0,1750.0,East,Net Banking,35.81,Family,Mobile App
T003478,2023-12-07,44564353,Amul Fresh Cream 250ml,Dairy Products,13,100.0,1300.0,West,UPI,191.1,VIP,Offline Store
T003479,2025-06-26,26598550,Amul Masti Buttermilk 500ml,Dairy Products,7,100.0,700.0,South,Net Banking,131.69,Family,Mobile App
T003480,2023-11-03,25444452,Amul Ice Cream Cake 1kg,Others,17,500.0,8500.0,South,Cash,1146.84,Occasional,franchise store
T003481,2024-08-29,41910047,Amul Gold UHT Milk 1L,UHT & Long Life,13,150.0,1950.0,West,Wallet,43.93,New,franchise store
T003482,2024-12-09,62882309,Amul Frozen Paneer Tikka 500g,Bakery & Frozen,23,250.0,5750.0,East,UPI,329.95,Regular,Mobile App
T003483,2024-08-09,41910047,Amul Gold UHT Milk 1L,UHT & Long Life,9,150.0,1350.0,Central,Card,223.89,VIP,Mobile App
T003484,2023-08-23,18315080,Amul Paneer 200g,Dairy Products,23,61.0,1403.0,South,Wallet,227.23,Seasonal,Offline Store
T003485,2025-04-24,36576395,Amul Kool Café Can 250ml,Others,15,500.0,7500.0,Central,Wallet,1259.78,Family,franchise store
T003486,2025-06-12,24078757,Amul Kesar Pista Ice Cream 1L,Ice Creams,28,300.0,8400.0,West,Net Banking,438.0,VIP,Online Portal
T003487,2025-02-10,79291279,Amul Butter 500g,Butter & Spreads,17,200.0,3400.0,North,Wallet,479.44,VIP,franchise store
T003488,2025-06-22,1148473,Amul Camel Milk 500ml,Others,13,500.0,6500.0,East,Wallet,592.2,Occasional,Online Portal
T003489,2024-02-03,78916050,Amul Gouda Cheese 200g,Cheese & Cheese Products,9,500.0,4500.0,South,Card,251.32,Business,franchise store
T003490,2025-01-01,97719922,Amul Cheese Block 500g,Cheese & Cheese Products,12,500.0,6000.0,East,Cash,378.83,New,Mobile App
T003491,2024-05-08,71579542,Amul Mystic Mocha Chocolate 150g,Chocolates,12,30.0,360.0,West,Card,3.16,Occasional,Online Portal
T003492,2023-12-05,18798487,Amul Cheese Danish 120g,Bakery Items,8,53.0,424.0,South,Net Banking,6.1,Occasional,Offline Store
T003493,2024-01-26,54796676,Amul White Butter 500g,Ghee & Cooking Essentials,13,800.0,10400.0,South,Cash,1561.28,New,Mobile App
T003494,2024-03-10,16443921,Amul Fruit & Nut Chocolate 150g,Chocolates,10,150.0,1500.0,Central,Cash,285.03,New,Offline Store
T003495,2025-01-10,94900507,Amul Peanut Spread Crunchy 200g,Butter & Spreads,7,100.0,700.0,South,UPI,119.89,Returning,Mobile App
T003496,2025-03-05,53074058,Amul Cheddar Cheese 200g,Cheese & Cheese Products,20,500.0,10000.0,East,UPI,997.2,Loyal,Mobile App
T003497,2025-03-08,28937579,Amul Chocolate Donut 80g,Bakery Items,13,429.0,5577.0,Central,Cash,713.49,Regular,Offline Store
T003498,2024-07-03,59239307,Amul Mozzarella Cheese 200g,Cheese & Cheese Products,10,500.0,5000.0,West,Card,731.36,Seasonal,Offline Store
T003499,2025-02-20,70415490,Amul Frozen Veggie Burger Patty 500g,Bakery & Frozen,7,250.0,1750.0,Central,UPI,312.61,Occasional,Offline Store
T003500,2025-04-12,64829395,Amul Cream Tetra Pack 250ml,UHT & Long Life,10,150.0,1500.0,East,Card,273.25,Occasional,Offline Store
T003501,2025-07-02,83950377,Amul Veggie Sticks 100g,Snacks & Savories,13,85.0,1105.0,Central,Cash,129.91,Regular,franchise store
T003502,2025-05-03,71930565,Amul Cow Ghee 1L,Ghee & Cooking Essentials,15,800.0,12000.0,North,Net Banking,759.89,Occasional,Online Portal
T003503,2023-12-27,37245757,Amul Spicy Potato Chips 200g,Snacks & Savories,25,54.0,1350.0,North,Card,73.76,VIP,franchise store
T003504,2023-11-09,91503640,Amul Spiced Buttermilk 500ml,Dairy Products,20,99.0,1980.0,South,UPI,200.09,Business,Mobile App
T003505,2023-10-22,71579542,Amul Mystic Mocha Chocolate 150g,Chocolates,9,30.0,270.0,East,Net Banking,40.72,Loyal,Mobile App
T003506,2025-02-08,83734632,Amul Cheese Spread Yummy Plain 200g,Butter & Spreads,11,177.0,1947.0,North,UPI,371.13,Business,franchise store
T003507,2024-07-24,42543602,Amul Choco Milk 200ml,Beverages (New Flavors),8,301.0,2408.0,East,Net Banking,254.34,VIP,Mobile App
T003508,2024-04-18,16367289,Amul Strawberry Magic 750ml,Ice Creams,19,300.0,5700.0,West,UPI,21.04,Returning,Online Portal
T003509,2023-11-30,81997831,Amul Cheese Crackers 120g,Snacks & Savories,16,509.0,8144.0,West,Net Banking,250.04,Returning,Online Portal
T003510,2024-08-07,83184284,Amul Kool Koko 200ml,Beverages,15,120.0,1800.0,Central,Cash,285.46,Business,Online Portal
T003511,2024-01-03,26598550,Amul Masti Buttermilk 500ml,Dairy Products,8,100.0,800.0,North,UPI,155.49,VIP,Mobile App
T003512,2025-02-25,64829395,Amul Cream Tetra Pack 250ml,UHT & Long Life,7,150.0,1050.0,Central,UPI,9.1,Occasional,Offline Store
T003513,2025-02-20,33992976,Amul Probiotic Dahi 400g,Probiotic & Health Range,5,250.0,1250.0,Central,Wallet,172.13,Regular,franchise store
T003514,2024-05-24,37245757,Amul Spicy Potato Chips 200g,Snacks & Savories,15,54.0,810.0,South,Wallet,94.84,Returning,franchise store
T003515,2023-10-24,93020688,Amul Cheese Spread Garlic 200g,Butter & Spreads,7,200.0,1400.0,East,Net Banking,242.56,Regular,Offline Store
T003516,2024-11-20,13006228,Amul Dark Chocolate Ice Cream 1L,Ice Creams,8,300.0,2400.0,West,UPI,408.53,Family,Online Portal
T003517,2023-11-13,91503640,Amul Spiced Buttermilk 500ml,Dairy Products,19,99.0,1881.0,North,Card,289.23,Loyal,Offline Store
T003518,2024-08-18,91503640,Amul Spiced Buttermilk 500ml,Dairy Products,24,99.0,2376.0,East,Card,148.6,Returning,Online Portal
T003519,2024-01-01,68137847,Amul Kulfi 60ml,Ice Creams,15,107.0,1605.0,Central,Card,301.13,VIP,Online Portal
T003520,2025-03-26,16994393,Amul Taaza Milk 1L,Dairy Products,16,100.0,1600.0,Central,Wallet,160.33,Business,Online Portal
T003521,2023-09-04,91980489,Amul Masala Peanuts 250g,Snacks & Savories,12,258.0,3096.0,South,Net Banking,318.8,Seasonal,Offline Store
T003522,2024-11-03,71235158,Amul Strawberry Lassi 250ml,Beverages (New Flavors),16,600.0,9600.0,Central,Wallet,285.46,First-time,franchise store
T003523,2024-05-13,4664321,Amul Buttermilk Masala 200ml,Beverages (New Flavors),12,600.0,7200.0,Central,Card,161.25,Loyal,Mobile App
T003524,2025-05-06,97241768,Amul Chocolate Ice Cream 1L,Ice Creams,20,300.0,6000.0,North,Wallet,51.48,First-time,franchise store
T003525,2023-11-18,25444452,Amul Ice Cream Cake 1kg,Others,21,500.0,10500.0,East,Card,1419.59,New,franchise store
T003526,2025-05-17,64335100,Amul Slim & Trim Milk 500ml,Dairy Products,20,100.0,2000.0,North,Net Banking,68.06,Business,Offline Store
T003527,2025-06-05,61133075,Amul Butter Croissant 80g,Bakery Items,17,187.0,3179.0,Central,UPI,85.61,VIP,franchise store
T003528,2023-10-12,45007361,Amul Vanilla Ice Cream 1L,Ice Creams,14,149.0,2086.0,South,Net Banking,292.02,Loyal,franchise store
T003529,2023-12-08,92496774,Amul Cheese Slices 200g,Cheese & Cheese Products,14,357.0,4998.0,North,UPI,807.32,New,Offline Store
T003530,2025-04-13,18439717,Amul Frozen Cheese Corn Nuggets 400g,Bakery & Frozen,12,250.0,3000.0,North,UPI,399.26,Occasional,franchise store
T003531,2025-04-25,14701085,Amul Kool Elaichi Milk 200ml,Beverages,18,120.0,2160.0,East,Card,309.15,Family,Offline Store
T003532,2025-03-28,42543602,Amul Choco Milk 200ml,Beverages (New Flavors),5,301.0,1505.0,Central,Net Banking,209.11,Regular,Offline Store
T003533,2025-05-22,44564353,Amul Fresh Cream 250ml,Dairy Products,7,100.0,700.0,North,Wallet,31.85,Occasional,Online Portal
T003534,2024-11-27,4957799,Amul Masti Dahi 400g,Probiotic & Health Range,16,250.0,4000.0,East,UPI,624.83,VIP,Online Portal
T003535,2025-03-18,5752287,Amul Camel Milk Chocolate 150g,Others,13,123.0,1599.0,South,Card,48.94,VIP,Mobile App
T003536,2025-02-25,91980489,Amul Masala Peanuts 250g,Snacks & Savories,12,258.0,3096.0,North,Wallet,223.5,First-time,Offline Store
